"uuid","label"
"cbd124d5-496a-3339-8bc2-b556d216da42","AdmFileObject::Node"
"da10e7b5-5523-39ff-9262-40bb4882cdc2","AdmFileObject::Node"
"75991418-a592-3d3f-ac28-1656d8037f66","AdmSrcSinkObject::Node"
"836a3f69-0df8-3d61-b8e7-6d62db02ca3f","AdmSubject::Node"
"240f925e-9f02-3360-b72a-eab588da5aa1","AdmEvent::Node"
"ca6b6f14-9ba4-328d-bd16-65605166bb20","AdmEvent::Node"
"b9b944f4-22d8-3cd5-ab1c-b88ecbf4135c","AdmEvent::Node"
"a78e9a32-342e-3d47-897a-5db9268bce76","AdmEvent::Node"
"1038c0d8-c3c9-39e6-87ee-323bc81fff2c","AdmSubject::Node"
"7a5bcc96-ee6c-3a47-a32f-b22f0e1d1e9f","AdmFileObject::Node"
"663dbbef-10d4-335f-9f5d-4792810d4ef8","AdmSubject::Node"
"7365cd85-f7af-320e-ba60-36a5d8550140","AdmFileObject::Node"
"a5849fe3-e7a9-3e86-86b5-dfa3f575662e","AdmEvent::Node"
"d60f356c-729d-3622-8b5b-c4dade4b3b44","AdmEvent::Node"
"43d4876a-7066-3570-aac5-f2c268336b35","AdmEvent::Node"
"1c5e1f03-c457-30a8-bf28-c835080c76d1","AdmSubject::Node"
"6c0efdc4-bbf9-315d-99aa-6e04fd8899e5","AdmEvent::Node"
"c062a481-7307-3cd4-9bd3-16f421a5589b","AdmEvent::Node"
"c8f0f813-1be5-3066-8806-d39f4372a611","AdmEvent::Node"
"02ad25cd-1aa0-3bdd-93bb-03a2940ee751","AdmNetFlowObject::Node"
"ac17b6f0-d018-3b07-aab6-2146f1c7e213","AdmEvent::Node"
"114f778b-19ad-33a7-ba0b-4c208957e02c","AdmEvent::Node"
"0733d334-ad57-33b5-b4c9-fbae325507fe","AdmEvent::Node"
"534fa1cf-6221-327a-b65b-21cb1e9b4b4e","AdmSubject::Node"
"7b24bfb9-d06b-3611-a809-0c4ed11f8802","AdmFileObject::Node"
"e46462e4-7290-3850-b495-25b57bd7e7eb","AdmEvent::Node"
"2f104e8a-38d2-352d-b224-7b79380aab1a","AdmSrcSinkObject::Node"
"0d333f7d-ee91-3b03-bf8b-36ea8910a2c9","AdmSrcSinkObject::Node"
"b9a91288-a76a-3124-8fed-d08fb401dbb5","AdmFileObject::Node"
"ae0953d3-fc29-310e-8dea-f355ee907981","AdmEvent::Node"
"2e93a121-52fc-30c2-be8c-ea6ff35e336e","AdmEvent::Node"
"0eda3e54-68a0-3848-afea-ee77c31cc0c1","AdmEvent::Node"
"231aec73-18b0-3734-a306-7792c724fe4c","AdmEvent::Node"
"9a93367a-39d8-3cc7-b040-751470b0026d","AdmEvent::Node"
"4676c2f1-7159-32b5-a020-5b05e3307cee","AdmEvent::Node"
