"uuid","label"
"152d07a0-4256-342f-90db-4034a13405d3","AdmSubject::Node"
"9d872ec5-d595-3a3c-8ca1-890e42cdbd94","AdmFileObject::Node"
"6fe66327-5c73-3de7-be23-7f63b237d7b6","AdmEvent::Node"
"10859bbe-e05d-350b-89be-08a89bfc968c","AdmFileObject::Node"
"176e9cb5-7105-3b7f-96cd-a792f5cf9ab7","AdmEvent::Node"
"861d7ef9-7051-3cc2-ad42-5ba2150531d9","AdmNetFlowObject::Node"
"e0e69951-7782-3ae7-bf07-c9ae76e60acb","AdmProvenanceTagNode::Node"
"01fd30b8-a945-3445-9f80-b0b80c9f12aa","AdmEvent::Node"
"33a60eee-18af-3445-bc95-c7d309b3ebab","AdmEvent::Node"
"ec9243ed-c0f7-36fa-8787-4bf5333f57e3","AdmEvent::Node"
"80b43eba-b0df-3046-8d0c-63dd2b5127fe","AdmEvent::Node"
